latin,non-latin
"Phandibāja pākhi / galpa, Rinacina ; chabi, Mañjarī Cakrabartī ; anubāda, Mañjīra.","ফন্দিবাজ পাখি / গল্প, রিনচিন ; ছবি, মঞ্জরী চক্রবর্তী ; অনুবাদ, মঞ্জীর."
Baṅgabandhu gītikābya / Manorañjana Bālā.,বঙ্গবন্ধু গীতিকাব্য / মনোরঞ্জন বালা.
Luipā'ra kālasāpa / Mohita Kāmāla = Luipar kalsap / Mohit Kamal.,লুইপা'র কালসাপ / মোহিত কামাল = Luipar kalsap / Mohit Kamal.
Upanyāsa samagra / Sañjība Caṭṭopādhyāẏa = Uponyas samagra / by Sanjib Chattopadhyay.,উপন্যাস সমগ্র / সঞ্জীব চট্টোপাধ্যায় = Uponyas samagra / by Sanjib Chattopadhyay.
"Khabara niśāna / Phakira Bhelā Śāha ; saṃgraha, bhūmikā o sampādanā, Mostaphā Selima.","খবর নিশান / ফকির ভেলা শাহ ; সংগ্রহ, ভূমিকা ও সম্পাদনা, মোস্তফা সেলিম."
PieicaḌira galpa / Āsipha Najarula = PhD-r galpo / by Asif Nazrul.,পিএইচডির গল্প / আসিফ নজরুল = PhD-r galpo / by Asif Nazrul.
"Mahākālera tarjanī : Baṅgabandhu Śekha Mujibake nibedita kabitā / sampādanā, Kāmāla Caudhurī = Mohakaler torjoni : Bangabandhu Sheikh Mujibke nibedito kobita.","মহাকালের তর্জনী : বঙ্গবন্ধু শেখ মুজিবকে নিবেদিত কবিতা / সম্পাদনা, কামাল চৌধুরী = Mohakaler torjoni : Bangabandhu Sheikh Mujibke nibedito kobita."
Romancing Tagore : a collection of over 100 Tagore poems in Urdu nazm / transcreated by Indira Varma & Rehman Musawwir.,
Bhālobāsāra padābali / Saiẏada Śāmasula Haka.,
Nirbācita galpa / Śāhnāja Munnī = Nirbacito golpo / by Shahnaz Munni.,
One eleven : through the eyes of a witness / Syed Modasser Ali.,
Baṅkim racanābalī / Baṅkimcandra Caṭṭopd̄hyāẏa.,
"The Hitopadesha; a collection of fables and tales in Sanskrit by Vishnusarmá, with the Bengali and the English translations rev., ed. by Lakshami Náráyan Nyálankár.",
Baul songs : in quest of universal humanism / Mausumi Majumdar.,
"Yours Chitta : translated excerpts from select letters of Chittaprosad / [introduction and translation of letters], Sanjoy Kumar Mallik.",
Somnath Hore : life and art of an un-ceremonial man 1921-2021 / an interview by Nirmalendu Das and Amit Mukhopadhyay ; edited by Amit Mukhopadhyay.,
"Sociological essays : utilitarianism and positivism in Bengal / Bankimchandra Chatterjee ; translated and edited, S.N. Mukherjee, Marian Maddern.",
"Pariah dog / a Pagol Production ; director, producer, cinematographer, editor, Jesse Alk ; written by Jesse Alk & Koustav Sinha.",
Human diversity : South-West Bangladesh / by Sk. Mashudur Rahman.,
Prāṇa-pratimā / Samareśa Basu.,
Patane utthāne / Narendranātha Mitra.,
Sabuja nakshatra / [lekhaka] Saiẏada Mustāphā Sirāja.,
Ahalyāra rātri / [lekhaka] Ratanakumāra Ghosha.,
Rabīndra-racanābalī : acalita saṅgraha / Rabīndranāthaṭhākura.,
Barīnabhūmi-Bādābana = Barinbhumi-Badaban / Ābubakara Siddika = Barind-tracts and Sundarbans / by Abu Bakar Siddiquee.,
"Kazi Ghiyasuddin / edited by Rosa Mario Falvo ; with an introduciton by Monzurul Huq ; [translations from Bengali, Asif Iqbal, Sadeq Khan].",
Nirbācita kabitā / Āhamada Raphika = Selected poems / Ahmad Rafique.,
"Vaiṣṇava saṅgītaśāsotra : Vaiṣṇavite musicology of Narahari Chakravarty / editor, Guru Bipin Singh ; translator, Gajānana Rānade Ś́āstrī, Madanalāl Vyās ; foreword by Premalatā Śarmā.",
"Hason Raja = Hāchana Rājā : selected songs of Hason Raja / translated into English, Haroonuzzaman.",
Muktiyuddhera upanyāsasamagra / Hāsanāta Ābadula Hāi = Muktijuddher uponnash somogra / Hasnat Abdul Hye.,
"Śreshṭha galpa / Mañju Sarakāra = Shereshtho galpo / Manju Sarkar.",
Myriad miracles : Fakir Lalon Sai : life and songs / [translated by] Abu Ishahaq Hossain.,
Kumar Kahon : the gaps of Kumar / [directed by] Oasiuddin Ahmed and Jyotirmay Mannan.,
"Alfred Wegener : science, exploration, and the theory of continental drift / Mott T. Greene.",
Bikele ekajana / Hāsanāta Ābadula Hāi.,
"Saiẏada Haka : kabitāẏa añjali / saṃkalana o sampādanā, Piẏāsa Majida = Syed Haq : kobitay anjali / edited by Pias Majid.",
"Vio-map : documenting and mapping violence and rights violation taking pplace in lives of sexually marginalized women to chart out effective advocacy strategies : a feminist qualitative research report / principal investigator, Dr. Subhagata Ghosh ; co-investigators, Sumita Basu Bandyopadhyay & Dr. Ranjita Biswas.",
Raktaphulera baraṇadālā / Selinā Hosena = Roktofuler borondala / by Selina Hossain.,
"Muktiyuddhera kabitā = Muktijudder kobita / Śahīda Ikabāla, āhvāẏaka ; Saubhika Rejā, sadasya ; Esa. Ema. Sāidula Āmviẏā, sadasya ; Gautama Gosvāmī, sadasya.",
"Ban prāntar / Kanrāḍ Rikṭār ; A. Ku. Rā, anudita.",
"Nirbācita galpa = Nirbachita galpo / Ālāuddina Āla Ājāda ; saṃkalana o sampādanā, Saiẏada Ājijula Haka = Selected stories / Alauddin Al Azad ; compiled & edited by Syed Azizur Haq.",
Phatik Chand : a novel / by Satyajit Ray ; translated from the original in Bengali by Lila Ray.,
Jaṭila aṅka / Praphulla Rāẏa.,
Kathā upakathā / Hābiba Ānisura Rahamāna = Katha upokatha / by Habib Anisur Rahman.,
Sonāli ḍumura = Sonali dumur / Selinā Hosena.,
Premera galpa / Hāsāna Ājijula Haka = Premer galpa / by Hasan Azizul Haque.,
Bishaṇṇa godhūli = Bishanna godhuli / Pañcānana Mālākara.,
Bengali novel : readings from old narrative literature / Debes Roy.,
Karbaṭa kanyā / Ābadura Raupha = Karbot konya / by Abdur Rouf.,
Śreshṭha kabitā / Suphiẏā Kāmāla = Sestho kobita / by Sufia Kamal.,
Jībanera sukha / Baśīra Ālhelāla = Jiboner shukh / by Bosir Al Helal.,
Learning Bengali / M.R. Hilali.,
"Textbook regimes : a feminist critique of nation and identity. [Name of state] / project coordinator, Dipta Bhog.",
Naẏanatārāra gaẏanāgāṭi / Praphulla Rāẏa.,
Upanyāsa samagra / Narendranātha Mitra.,
"Her words : storytelling with saris / Monica Jahan Bose = Narira katha : sarira mahdye jibanagatha / Manika Jahana Bosa ; translation, Jahanara Hasan.",
Najarula-racanābalī / Kājī Najarula Isalāma.,
Nunadariẏāra ghrāṇa / Muhammada Nūrula Hudā.,
Svapnera saodāgara / Cittarañjana Māiti.,
Indian sociology : the role of Benoy Kumar Sarkar / Swapan Kumar Bhattacharyya.,
Halade golāpa / Svapnamaẏa Cakrabartī.,
Surviving Chau / by Mainak Bhaumik.,
Smriti tirtha : places that echo the stormy days of Sri Aurobindo's brief stay in Bengal / Anshu Banerjee.,
Talakuṭhurira gāna / Oẏāsi Āhameda.,
"Suprabhāta, bishaṇnatā / Hāsanāta Ābadula Hāi = Shuprovat bishannota / by Hasnat Abdul Hai.",
Bhālobāsāra rāte / Saiẏada Śāmasula Haka.,
Ushāra duẏāre / Ānisula Haka = Ushar duyare / by Anisul Hoque.,
Sābitrī upākhyāna / Hāsāna Ājijula Haka = Sabitri upakhyan / by Hasan Azizul Huq.,
Public elections : law and practice / edited and compiled under the honorary research coordination by and editorial guidance of Syed Lutfor Rahman Soiloor by a team of researchers and editors.,
"Second sight : selected works of S.M. Sultan from the private collection of Abul Khair : 23 May - 13 July 2014 = Parādr̥shṭi / Editorial panel, Abul Hasnat, Luva N Choudhury, Sadia Rahman.",
"Upanyāsa samagra / Advaita Mallabarmaṇa ; bhūmikā, Śacīna Dāsa.",
Chāẏā paṛe / Pāpiẏā Bhaṭṭacārya = Chhaya pare / by Papiya Bhattacharya.,
Muktiyuddha 1971 : ekaṭi pūrba-ghoshita gaṇahatyāra ghaṭanapañji / Sāida Hāsāna Dārā = Muktijuddha 1971 / by Sayed Hasan Dara.,
Galpa samagra / Harinārāẏaṇa Caṭṭopādhyāẏa.,
Śesha-uttara / produced and directed by Pramathesh Barua.,
"Pather panchali. Song of the road: a Bengali novel, by Bibhutibhushan Banerji; translated into English by T. W. Clark and Tarapada Mukherji.",
"Ekdin pratidin / Angel Digital ; a film by Mrinal Sen Productions ; screenplay, production & direction, Mrinal Sen.",
Ākāśa bharā / Ānoẏārā Saiẏada Haka = Akash vora / by Amwara Syed Haque.,
Upanyāsa samagra / Sunīla Gaṅgopādhyāẏa.,
Upanyāsa samagra / Śīrshendu Mukhopādhyāẏa.,
"Bhāratīẏa dharmanīti / sampādikā, Amitā Cyāṭārjī = Bharatiya dharmaniti / edited by Amita Chatterjee.",
"Kshaṇa-smr̥ti / Amiẏā Bandyopādhyāẏa ; bhūmikā, Aloka Rāẏa ; sampādanā o mudraṇe sahāẏatā, Abhijit̲ Sena, Aninditā Bhāduṛi = Khsana-smriti / Amiya Bandyopadhyay.",
Baeili rōḍa / Śibalī Ājāda.,
Midnight dreams / Abu Musa Mohammad Arif Billah.,
Yārā bhālobesechila / Nīlāñjana Carṭṭopādhyāẏa = Jara bhalobesechilo / by Nilanjan Chattopadhyay.,
Migrant tales = Parabāsīkathā : an anthology of poems by migrant Bengali poets in Singapore / edited by Zakir Hossain Khokan & Monir Ahmod ; translated by Debabrota Basu.,
Eternal existence : 1st solo art exhibition / Sourav Chowdhury.,
Survival economics / M. Inamul Haque =  Ben̐ce thākāra arthanīti / Ma. Ināmula Haka.,Survival economics / M. Inamul Haque = বেঁচে থাকার অর্থনীতি / ম. ইনামুল হক.
Jādukarī bhrama / Hāmima Kāmāla = Jadokori vrom / by Hamim Kamal.,
Bauru songu [sound recording] / Purarado Buramācharī.,
"Gipsy wharf (Sojan badiar ghat), by Jasim Uddin; translated from the Bengali by Barbara Painter & Yann Lovelock; with illustrations by Hashem Kahn.",
Bengalische Erzählungen / ausgew. u. eingel. von Manfred Feldsieper. Übers. aus d. Bengal. von Asit Datta u. Manfred Feldsieper.,
Amazing Bandarban = Aparūpā Bāndarabāna.,
Probondho somver / Addhakkha (Principal) Promode Ranjan Barua ; edited & published by Engineer Asokankur Barua = Prabandha sambhāra / Adhyaksha Pramoda Rañjana Baruẏā ; prakāśaka o sampādaka Prakauśalī Aśokāṅkura Baṛuẏā.,
"Kallolinīra kalatāna / sampādanā, Ābadusa Sāmāda Phāruka = Kollolinir kolotan / edited by Abdus Samad Faruq.",
Āgasṭa ābachāẏā / Māsarura Ārephina = August abchhaya / by Mashrur Arefin.,
"Shirshendu Mukhopadhyay : shadows of ambiguilty / Sahitya Akademi presents ; screenplay & direction, Ashoke Viswanathan ; produced by Sahitya Akademi.",
"Meghnad Saha : his science and persona through letters and writings / Jibamitra Ganguly with reminiscences of a daughter, Chitra Roy ; edited and coordinated by Ashok Kumar Singhvi.",
"Midnight blues / writer director, Bipuljit Basu ; producer, Abhijit Dutta.",
"Yantra kosha : or, A treasury of the musical instruments of ancient and of modern India, and of various other countries / by Sourindro Mohun Tagore.",
"Hamiduzzaman Khan : modern sculptor in Asia / edited by Shaikh Mehedi Hasan = Hāmidujjāmāna khāna : Eśiyāra ādhunika bhāskaryasilpī / sampadana, Śekha Mehedī Hāsāna.",
"Joyful Jashore / Cabinet Division, District Administration, Jashore, a2i = Yaśasvi Yaśora / Jelā Praśāsana, Yaśora, Ekasesa Ịu Inapharameśana.",
"Pariah dog / a Pagol Production ; director, producer, cinematographer, Jesse Alk ; co-producer, Noah Lerner ; written by Jesse Alk and Koustav Sinha.",
Manipuri dance : an assessment on history and presentation / Sruti Bandopadhay ; [foreword by Ratan Thiyam].,
Asukhī dina / Śāhīna Ākhatāra = Oshukhi din / by Shaheen Akhtar.,
Niruddeśa yātrā / Āhamāda Mostaphā Kāmāla = Niruddesh jatra / by Ahmad Mostafa Kamal.,
Uttara-Dakshiṇā : punarujjībita rūpakathā / Sāguphatā Śāramīna Tāniẏā = Uttor-dhokkhina / Sagufta Sharmin Tania.,
Muktiyuddhera galpasamagra / Rabīndra Gopa = Muktijuddhar golpa samagra / by Rabindra Gope.,
Dinakālera kāṭhakhaṛa / Selinā Hosena.,
Mākāla latā / Hariśaṃkara Jaladāsa = Maakal lota / by Harishankar Jaladas.,
Nānābidha ātmarakshā : dui malāṭe pān̐caṭi nabhela / Debeśa Rāẏa = Manabidha atmaraksha / by Debes Ray.,
Tirodhānera musābidā / Mehedī Ullāha.,
Pratidāna cāini / Hāsanāna Āhameda = Protidan chaini / by Hasnan Ahmed.,
Bedera naukoẏa / Praphulla Rāẏa = Beder naukoy / by Prafulla Roy.,
Ekaṭi meẏe / Āphasāra Āmeda = Ekti meye / By Afsar Ahmed.,
Ekākī jamina / Māsuda Pathika = Solitary land / by Masud Pathik = Ekake jomin / by Masud Pathik.,
Jananī janmabhūmi / Debadāsa Bhaṭṭācārya = Janoni janmobhumi / by Devdas Bhattacharya.,
Tāmracūṛera laṛāi / Ānoẏārā Saiẏada Haka = Thermochurer lorai / by Anwara Syed Haq.,
Bhālobāsāra kathāmālā / Rabīndra Gopa = Bhalobasar khatamala / collected poems of Rabindra Gope.,
Maṇḍapaṭilāra pārśvacitra / Ānisa Rahamāna = Mandoptilar parshochitra / by Anis Rahman.,
Brahmaputrera pāṛe / Tasalimā Nāsarina.,
Dvitīẏa ardha / Nabakumāra Basu.,
Utal Romanthan : Purnatar Shei Bochorgulo.,
Śeshabikelera patharekhā / Hāsanāna Āhameda = Seshbikeler patharekha / by Hasnan Ahmed.,
Ṭhikānā nei / Sucitrā Bhaṭṭācārya.,
Utal Romanthan : Purnatar Shei Bochorgulo.,
Bibrata mayūra / Rāsela Rāẏahāna = Bibroto moyur / by Rassel Rayhan.,
Dhrauma saṃhitā : maulabāda o sāmpradāẏikatā birodhī galpā / Humāẏuna Mālika = Droum shonghita : a collection of fictions on fundamentalism & communalism / by Humayun Malik.,
Bāroẏāri bāsā / Nimāi Bhaṭṭācārya = Barowari basa / by Nimai Bhattacharyya.,
"Indological essays : a volume in felicitation of Professor Satya Ranjan Banerjee / general editor, Professor Manabendu Banerjee ; editor, Dr. Indrani Kar ; associate editor, Dr. Anita Bandyopadhyay.",
Epāra opāra / Rūpaka Sāhā = Epar opar / by Rupak Saha.,
Satyera sīmānā / Abhijit̲ Taraphadāra = Satyer seemana / by Abhijit Tarafdar.,
Ghāta-pratyāghāta / Gautama Raya.,
Himela hāoẏā / Rejāura Rahamāna = Himel hawa / by Rezaur Rahman.,
Sārkāsa sārkāsa / Ājāda Ābula Kālāma.,
Raṃdhanura sān̐ko / Kājī Rāphi = Rongdhonur shaka / by Kazi Rafi.,
Janmāndha Ramajāna / Saiẏada Śāmasula Haka.,
Keu phereni / Mani Adhikārī.,
Nikhon̐ja mānusherā / Rāẏahāna Rāina = Nikhonj manushera / by Rayhan Rhine.,
Ekadinera iśvara / Sāẏantanī Pūtatunḍa = Ekdiner ishwar / novel by Sayantani Putatunda.,
Jalanartakīra chāẏā / Mujatabā Āhameda Muraśeda.,
Raktamūle biccheda / Sādiẏā Māhjābīna Imāma.,
"Pāṛā noir / Satyajit Ray Film and Television Institute presents ; screenplay and direction, Sounak Kar.",
"Silent breath / Satyajit Ray Film & Television Institute presents ; direction & screenplay, Jayesh N Akhargekar.",
"Selāi meśina = The sewing machine / Satyajit Ray Film & Television Institute presents ; screenplay and direction, Samiran Datta.",
"Lal juto = Red shoes / Satyajit Ray Film & Television Institute of India presents ; based on short story by Shree Kamal Kumar Mazumdar ; direction & screenplay, Shweta Merchant.",
Key square / Satyajit Ray Film and Television Institute presents ; written and directed by Shamik Kr. Rakshit.,
The Ganga : look back in wonder / Chanchal Kumar Ghosh.,
Rashid Choudhury / Abul Mansur = Raśida Caudhurī / Ābula Manasura.,
Debdas Chakraborty / Anisuzzaman = Debadāsa Cakrabartī / Ānisujjāmāna.,
Sufi baul : madness & happiness / Bapi Das Baul / Baul Bishwa.,
"Sabarira raṃ = Shobrir rong / galpa, Rinacina ; chabi, Śailajā Jaina ; anubāda, Mausumī Bhaumika.",
"Eternal Chittagong : exhibition held on the occasion of Adamya Chattagrama Festival 2012 / Shamsul Hossain, curator-consultant ; in association with Heritage Chāṭigrāma.",
"Samir Aich : solo art exhibition, 9-19 November, 2012 / Samir Aich.",
Nirbācita pañcāśa / Sucitrā Bhaṭṭācārya = Nirbachito panchash / by Suchitra Bhattacharya.,
Sātaṭi upanyāsa / Śaktipada Rājaguru = Satti upanyas / by Shaktipada Rajguru.,
Damakā hāoẏā / Sucitrā Bhaṭṭācārya = Damka hawya / by Suchitra Bhattacharya.,
Kabira galpa / Śakti Caṭṭopadhyaya = Kabir galpo / by Shakti Chattopadhaya.,
Atin Bandyopadhyay : a documentary film / directed by Tarek Kazi.,
Ramapada Chowdhury / Sahitya Akademi presentation ; script and direction by Raja Mitra.,
Jipasi rāta / Amarendra Cakrabartī = Gypsy rat : novel / by Amarendra Chakravorty.,
"Nabhelera pāṇḍulipi / Jībanānanda Dāśa ; sampādanā, ṭikā-bhāshya, Gautama Mitra = Noveler pundulipi / by Jibananda Das.",
"Nirbācita racanābali / Nuruna Nāhāra ; sampādanāẏā, Saiẏada Śaraphuddīna, Saiẏada Sālāhauddīna Jākī, Saiẏadā Pārabhīna Śirīna, Saiẏada Śihābuddīna Jāhina, Saiẏada Muhiuddīna Iẏāmina ; sahayogitāẏa, Nājamā Caudhurī, Śāhānā Begama, Muhāmmada Raphikula Isalāma, Tāhaminā jāhina, Pārabhīna Caudhurī = Nirbachito rochonaboli / by Nurun Nahar.",
Kābyanāṭikā samuccaẏa / Nirmalendu Guṇa = Kabbonatika somuccoy / by Nirmalendu Goon.,
Buddhadeva Bose / directed by Raja Mitra,
Artistic Gaibandha = Sr̥janaśīla Gāibāndhā.,
Bāirera darajā / Kuṇāla Basu = Byrer darja : novel / by Kunal Basu.,
Mahulabanīra seṃgela / Tapana Bandyopādhyāẏa.,
Magnificent Magura = Mohanīẏa Māgurā.,
"Du'rāta tinadina / Jaẏanta De = Du'raat, tindin : a Bengali novel / by Jayanta Dey.",
"Beyond reflections / a Rosetta Stone Media presentation ; produced by the Public Service Broadcasting Trust for and in partnership with the Prasar Bharati Corporation ; script, camera & direction, Umesh Bist.",
Parakapāle rājārānī / Āśutosha Mukhopādhyāẏa.,
Ekajana kamalālebu / Śāhādujjāmāna = Ekjon komolalebu / by Shahaduz Zaman.,
